GiftId,Latitude,Longitude,Weight
71,-22.57869696,-59.00803904,1
72,-0.536792463,-76.88052108,13.18427388
73,11.55384348,104.5073558,1
74,27.09408187,32.96673917,1
75,-17.6306035,177.8020733,1
76,-85.14559554,-174.7988212,1
77,24.20134446,76.12426363,50
78,28.7717126,10.54666791,30.44335471
79,33.81345587,-79.06193347,1
80,-83.03374593,111.5116268,14.56020101
81,-5.593076437,-43.79060879,9.393120619
82,36.37284809,118.5365322,1
83,39.30215503,105.9196932,1
84,-15.64411,14.78865825,4.084455535
85,66.06205377,168.1076051,11.38657713
86,42.86613967,110.4350584,32.10354724
87,53.3006694,113.3799055,8.286417976
88,47.37428458,74.45642908,42.41229618
89,-23.25668304,32.61801297,1
90,-79.17111813,50.65494331,15.54391955
91,20.20975324,-74.56947477,22.38616531
92,71.61975578,98.15381596,7.656454889
93,42.07381977,-84.82920835,10.21754985
94,68.07243648,99.43898493,25.16217738
95,-8.534603366,-63.57692792,1
96,54.8107513,25.79083578,23.52852974
97,18.31655625,32.73558471,1
98,-0.097090397,-53.36176951,7.156977793
99,66.44731551,160.3045671,12.00619994
100,75.28561935,-100.0978263,1
101,27.81213756,28.40167335,21.10343647
102,71.68033315,77.82945935,1
103,-79.58529122,-8.873912065,27.27057642
104,-76.18295345,-72.13065333,17.4104858
105,3.260177974,-63.28510419,5.730271962
106,26.1723022,67.71354579,1
107,-20.41819325,144.5305044,1
108,-71.69112502,78.3006028,1
109,-11.89217722,-76.77414599,19.58510903
110,65.68865601,46.78360989,1
111,38.24110359,95.71800438,1
112,65.93602666,66.27065983,1
113,71.07693772,132.0748933,1
114,18.41293443,-71.27475106,27.17085015
115,67.41722757,-42.93464206,1
116,-14.92911045,-56.5596935,1
117,52.26216182,130.425188,2.896596835
118,39.67373814,51.76578414,50
119,26.77086161,49.36770813,1
120,12.14823721,-12.39302205,20.30304405
121,-14.30634676,33.94590979,44.58663363
122,42.24795161,-77.14898959,40.89853762
123,60.65327689,-160.5938669,28.72647687
124,33.67652149,-6.245682518,16.28710467
125,71.75947116,-28.61354939,9.892277981
126,33.71895553,84.6667042,1
127,17.16651784,19.69571224,14.84252696
128,44.13705044,64.12504873,1
129,72.46289546,127.5352641,1
130,42.75948968,100.3448145,28.91615335
131,63.88507652,-129.9091244,1
132,-17.71391337,-51.97683892,44.00092591
133,-33.12078938,-66.04223058,2.803857698
134,43.38928097,-114.5099449,1
135,60.96241942,145.8585988,14.98092097
136,68.20685647,162.4183604,28.25779802
137,-69.64190357,29.53268116,8.018436912
138,42.74068466,-123.001693,1
139,-36.79742961,-72.36530876,1.269040459
140,15.43706098,-8.400670994,1
141,45.15722305,8.520362849,12.33982649
142,15.80014897,100.71021,1
143,53.42987647,-66.87022698,1
144,54.31250631,66.24358766,1
145,25.59377985,8.097797433,4.598316418
146,46.35266815,-84.43934701,29.09378926
147,56.53159039,-3.809157539,1.516692423
148,44.06869697,80.13784698,18.01007196
149,4.465657725,25.120441,1
150,-84.26671577,78.23544103,2.592903607
151,-17.89099812,29.86791935,20.72463548
152,40.31910284,49.05337406,50
153,-81.65968141,-138.0757357,1
154,36.46723793,98.9530454,5.254886781
155,14.91990038,22.55359985,50
156,-15.85388938,144.6591108,19.27233967
157,-18.83619828,144.3029592,50
158,27.55905268,99.63516792,1
159,43.0494535,47.96252907,18.73931577
160,51.84800679,15.92768252,1.772053029
161,59.63006693,94.76695538,17.67252082
162,14.79310636,-86.01035415,2.948542488
163,23.5072101,9.083232396,5.062925658
164,17.35017245,-93.07252943,1
165,30.090945,55.73717446,32.34948653
166,53.32629974,-110.9694815,1
167,27.75710964,103.9119112,50
168,-87.55806352,59.0760976,22.67946138
169,78.19501719,-81.57595738,1
170,-19.46943598,13.38228365,34.15384342
171,41.32063618,98.61645032,1
172,-11.21530884,32.06575465,1
173,22.31134166,-13.49126219,12.24192887
174,33.20070248,3.195549352,4.622807052
175,66.51501473,-175.4180553,2.178277976
176,16.76967315,-98.94366846,31.20736908
177,53.95531566,117.6052482,18.299836
178,-10.65145398,-65.32094319,9.127509902
179,21.52880131,8.542897138,40.33378651
180,66.70540752,-49.9318316,1
181,35.34638676,68.74136701,7.377127632
182,-6.018866027,-41.46090337,2.530975267
183,-70.5845543,17.40206928,29.68399916
184,20.41320839,74.83492495,36.33450641
185,-8.726232764,116.818826,15.91454522
186,24.00973339,34.09789323,1
187,27.26550536,-109.9149794,1
188,69.1751988,147.8915605,18.37233897
189,60.48522008,30.84069336,1
190,49.6310678,31.11644141,1
191,-37.56462648,-70.63880933,5.755548266
192,-27.60689882,-63.94281869,10.41240585
193,51.06290555,37.19444155,1.152264464
194,38.15044174,96.05000311,9.191136758
195,-6.697385839,35.50346262,19.50217186
196,50.97336844,63.25556921,15.6879299
197,30.34430495,-103.6576982,1
198,70.67834572,153.5699605,19.13278712
199,58.68513221,-156.6143702,1
200,47.21422727,-82.55276922,1
201,16.46221185,-90.36878303,26.82150116
202,-86.03016049,-176.9816969,2.536999899
203,-85.60274716,151.622078,42.49642971
204,20.49954588,-2.910567027,1
205,-78.47331345,39.39023925,14.1026305
206,-23.96196085,44.92280351,23.56258648
207,-17.60227259,-69.96696094,1
208,34.7591915,37.45842295,1
209,28.13452517,51.57437096,1
210,60.59169789,-143.2938826,28.47334081
211,70.55132484,93.80876656,1.791220669
212,36.09129845,-101.3016943,15.69109002
213,-1.206834099,-69.66488124,1
214,20.4720357,94.40281895,1
215,30.86545378,42.62869178,19.94148017
216,25.97813917,60.74482922,1
217,11.6328267,-8.214281137,29.50535903
218,-28.00605659,-69.9332463,50
219,0.406208341,127.6762836,9.784592045
220,-85.87493057,179.3296292,1
221,-82.98272047,36.37258134,1
222,18.49840465,42.83278106,37.25381049
223,-25.32858491,117.56273,5.43859079
224,59.02749351,136.2807906,23.82863674
225,46.23960074,3.636211878,25.40486232
226,59.6595278,5.659224213,21.42379969
227,8.18214093,42.77684934,36.45993082
228,-26.67130872,-68.04581162,26.26335594
229,51.52667737,68.41944544,26.01693333
230,19.6834218,36.45288758,1.046429907
231,56.14658325,48.21109926,5.22872571
232,22.12907385,81.43522556,24.85745238
233,-78.03960785,17.6203702,32.6636936
234,-78.27892035,86.63185411,22.49902212
235,52.15045515,4.673301414,6.404687774
236,-0.904681957,-75.33659954,1
237,49.01715369,27.18929967,1
238,-21.11603727,17.49768684,26.43132905
239,50.9885365,39.6633856,13.54597382
240,42.4915479,77.62278014,1
241,-10.76547414,22.92231375,19.93909015
242,-2.504398184,-64.91559163,18.07764836
243,43.22242352,-114.8118061,1
244,45.86477041,-67.06351584,26.50916345
245,23.48847721,105.2732633,24.40803565
246,-83.38705255,-48.29659739,1
247,50.38499374,46.81639175,7.635382556
248,3.968536709,-53.47326023,39.15777426
249,9.432847921,41.95278138,34.75631137
250,53.09602498,97.32032421,6.274145468
251,6.708588312,37.66403781,37.15978868
252,56.8466181,-111.5466231,20.22823279
253,20.63692591,103.4367415,18.15264615
254,22.97501072,101.7232151,1
255,-8.395022391,-71.00116555,1.00389447
256,40.74908205,-86.92412124,27.80666626
257,62.92701621,-162.8303084,1.327343798
258,29.25871595,65.0733753,1
259,62.21909435,-147.0097763,23.60490245
260,24.05379248,75.17705155,1
261,-71.90175453,155.5216028,20.75549411
262,44.68726112,-86.07304047,1
263,33.66325911,87.62121872,1
264,-10.57291134,34.7199728,41.19540749
265,62.14121779,-146.7826783,1
266,39.3187899,-6.955176755,1
267,-17.95940306,34.98210063,16.60333686
268,-10.89910283,-46.99194382,1
269,44.30425248,10.37595432,13.28847795
270,-4.604725164,-43.85650211,8.7379351
271,79.05170348,-26.86086917,3.942496533
272,67.80933874,151.8241079,33.07976364
273,38.96511545,91.34273058,28.04374736
274,23.19759513,32.28137053,5.568454438
275,33.31266952,7.845063104,1
276,64.77428088,13.1086138,3.95778873
277,43.49872897,130.9608993,1
278,33.27688363,73.33414345,39.46334758
279,13.80606821,-14.42163079,1
280,-19.20366158,124.2715438,15.09474132
281,43.14062879,97.37272525,26.55582001
282,39.6386987,113.4485532,8.882696401
283,68.22015146,163.8946005,1
284,52.95284499,-117.0488664,48.68461367
285,47.60148672,75.70179905,10.87433654
286,32.53107263,-5.231206616,30.85938347
287,36.53027231,66.9458936,50
288,37.60987049,111.5621673,1
289,14.47777996,-10.70288698,1.960513301
290,22.50799882,97.76080462,1
291,70.58995784,148.0491311,14.24139395
292,47.56720415,75.85665709,28.26180783
293,35.64461079,-87.1860259,20.54320108
294,42.96891407,55.85491763,1
295,18.24463932,82.54004843,27.39988099
296,7.908957261,-72.43814843,50
297,-22.53472986,147.1758128,1
298,69.82289062,26.03433855,1
299,2.420445183,98.69642564,1
300,14.59825448,-0.71237468,30.05210701
301,-33.91022472,144.8613909,1
302,33.8866771,-85.51803752,50
303,-68.12218811,92.04702627,15.73971421
304,23.18356986,8.5760083,33.13915109
305,44.86844074,55.17497091,8.495917361
306,-20.74786775,-70.01284326,21.68277818
307,74.95091767,-34.41812343,35.99154817
308,50.87472793,40.05087209,2.355236978
309,0.583631026,35.55437076,50
310,26.0220892,111.5281649,25.92700007
311,71.87196934,124.5863202,6.82106338
312,7.407135353,18.30077718,21.42915533
313,40.46512742,78.29474488,3.707702693
314,58.43153254,-129.7008542,11.04143051
315,33.80564711,-113.5115874,1
316,9.457613088,105.5950152,21.10768998
317,-83.61335662,76.47539206,23.7641133
318,-81.45426093,-132.8004245,24.38750001
319,-81.45464196,41.88350368,1
320,38.11246526,15.89287858,30.99339627
321,5.691048249,28.4125845,1
322,61.70568974,91.04017603,1
323,38.12832175,35.29187677,3.671158753
324,58.06722595,85.78144312,19.98120921
325,38.92964726,78.96737047,1
326,-79.83563651,111.8515864,20.45455487
327,10.90106973,-0.600193403,31.51117507
328,50.63845243,108.5941025,1
329,29.25278282,8.683902811,17.26288612
330,41.99012826,61.95257419,2.443230275
331,-32.35523889,148.6826181,27.23920137
332,13.75382978,-12.27222584,23.8268693
333,22.96441118,48.30815446,1
334,19.15431833,80.9866841,40.34724481
335,-79.64320153,179.1387901,1
336,49.39000466,-119.2587175,1
337,-15.11137704,125.7692462,40.13407194
338,50.6528036,-81.91040035,1
339,-3.084401301,23.42946937,16.1885569
340,-87.41063243,-149.162774,38.86770237
341,21.85404869,107.1599016,1
342,67.07219911,-113.8720614,27.69749279
343,-76.02145962,-6.306750495,1
344,63.45754441,117.0140413,1
345,33.2185389,-88.0149542,2.941114493
346,-3.763869924,-79.40464262,12.68996497
347,78.27286601,-77.30912548,2.282066392
348,28.94254005,-95.35612436,28.01655979
349,19.42670424,28.60957261,1
350,43.73497171,102.0252552,1
351,19.58203761,103.776318,22.71934999
352,61.46813966,58.77328523,32.5652484
353,-74.70014579,-9.758534736,10.91848904
354,30.86227683,65.59809005,1
355,64.41330552,-172.3181443,30.60411606
356,29.86781118,70.2252456,13.07227594
357,-21.49335744,121.1230871,1
358,40.34712909,-108.7071776,1
359,13.0205995,101.7248535,1
360,-10.09357824,-45.32521823,7.429963628
361,67.74596305,96.3691997,18.24891306
362,-33.42937619,117.4426075,10.79309085
363,44.45497371,-103.8567856,11.60635147
364,62.47259783,71.80761405,1
365,51.41771837,-76.41621046,10.71062578
366,-33.74912566,139.7441684,15.48127455
367,-14.39656463,32.29475387,1
368,63.79861026,57.99708226,44.78037938
369,3.573785799,16.16906791,1
370,64.63718061,43.57136258,15.53934451
371,51.88764232,-89.87331317,8.554947844
372,58.32333712,100.3115417,1
373,-24.63535643,22.3288506,9.639891744
374,22.05560199,-159.4566832,1
375,5.9775083,-61.44745493,12.48875284
376,1.192006571,21.07097077,7.7533757
377,32.78038377,-99.48625826,19.45112965
378,22.24124014,-99.70380094,1
379,-36.76211195,-65.24261386,25.70912203
380,40.19604882,-83.12688967,2.579793937
381,44.46266252,48.93028389,11.93329693
382,-78.46028257,-23.19899308,35.87714536
383,21.42548197,101.9587701,1
384,47.19176661,44.02328938,11.50516478
385,28.84008295,103.8677125,22.88941703
386,37.10601948,112.714003,18.38698102
387,43.52237282,65.74493733,1
388,-7.444425852,144.7963482,1
389,2.387327398,14.19923145,4.909115187
390,-78.89932237,6.004240131,50
391,63.11523763,-41.91871203,1
392,38.35463135,111.862737,1
393,-32.87266395,119.1747648,3.37077739
394,46.28304171,-114.9790415,1
395,78.3754539,-89.35441736,18.90451763
396,37.18221991,-81.3798955,4.322540814
397,43.16205485,-108.9833203,1
398,-80.34192879,77.15009923,6.063787473
399,6.248490447,-70.70084725,20.23700257
400,-86.51814681,105.5033481,41.13246448
401,-87.15417045,148.5100713,1
402,-67.36500818,82.65975225,1
403,-2.915419762,-77.55232484,1
404,-80.1518814,175.6471383,26.34245833
405,-79.95106599,-116.1690203,21.85357144
406,-6.014689651,28.16480183,23.11101049
407,5.991152896,13.25571009,16.0964668
408,-8.084318283,-72.01688569,1
409,45.46423607,11.08888261,1.265093502
410,31.0030115,6.869930876,27.66463271
411,71.00290737,-94.56003009,1
412,-73.38625317,-14.78175312,1
413,63.95281536,20.66274707,1
414,68.24064057,16.300144,24.12535873
415,-27.50529223,26.54214161,11.16555984
416,25.21354478,25.62476558,6.182873631
417,-12.6073485,34.51895905,1
418,60.94135407,-131.3728093,13.39473833
419,-87.31267918,-67.03345982,10.38483313
420,24.28568627,31.73031103,7.902301203
421,-16.10386392,132.1055899,12.24170489
422,-20.37761328,-55.34431164,22.57989878
423,-22.44510567,-49.32827885,1
424,6.027145273,-8.827288084,50
425,17.72996097,121.5348295,1
426,18.44012398,4.358771894,8.182597072
427,31.95039608,118.4233236,1
428,40.94888122,23.87871185,27.23321322
429,51.7251247,99.60740019,1
430,-87.27189694,-34.23150622,1
431,-5.233786704,13.05893203,1
432,-71.62018018,-67.48447803,30.83244126
433,62.39660376,-128.1028715,2.676464411
434,65.51593467,178.4421797,7.553527911
435,15.31168199,98.21265839,11.15426911
436,-20.73484273,123.5491611,7.522901804
437,-83.88555297,-147.5843681,18.08660966
438,-87.42764018,-118.9060465,15.26425355
439,14.14903076,-4.042821325,45.05554173
440,-9.918209466,-59.19676896,1
441,0.570794166,-80.01580111,2.723028201
442,47.17549166,109.6615906,1
443,51.68500536,-57.44246845,21.81111163
444,59.94418424,31.78287038,23.61722819
445,42.44772572,100.9758723,1
446,-18.55636628,22.45149034,14.24275955
447,-83.17403142,-40.29490202,1
448,51.85871301,65.85317518,32.99701487
449,38.33092063,-115.8195151,18.34844717
450,55.08949219,10.37786161,19.22061251
451,67.899208,-72.36175453,1
452,17.57497904,4.874454375,37.43488789
453,29.08392639,104.5039929,27.63066427
454,-7.404309452,34.87326245,21.26201144
455,38.12582111,84.20239373,41.73495985
456,57.4616013,24.89237327,1
457,61.31036497,151.3923214,15.33083426
458,57.07221025,-120.3035768,22.39737528
459,-7.114995471,33.32700069,20.76682165
460,43.44361666,-81.93272517,1
461,-79.82897424,18.05780824,14.61877225
462,43.71718131,18.04201495,1
463,42.90219921,75.67637769,4.089803001
464,8.544872019,-5.258114285,1
465,51.45169702,44.07129672,6.224848934
466,68.01857067,-104.5857476,1
467,-20.885089,133.4574566,1
468,4.409320141,-61.2714896,16.59655808
469,41.25454145,125.3687385,27.48275439
470,-28.04238382,-51.70345295,1
471,35.01479661,54.68004788,1
472,69.51626247,92.38685395,10.92893971
473,-5.314152131,17.82292224,26.81802044
474,56.75585074,-120.2761992,10.38364385
475,43.53076174,122.5195788,7.058996847
476,12.13784987,-15.43697488,12.37304175
477,6.733658834,-64.52320632,24.23031868
478,53.5703785,41.02863814,1
479,27.92531403,-103.8483596,8.836457492
480,68.40517021,-136.5459221,21.36981954
481,71.13106622,77.4957091,1.281488773
482,32.69551109,-98.88962517,1
483,41.49633732,126.0971864,9.973760591
484,1.557099943,43.8454162,13.94623219
485,26.10363534,31.87488968,1
486,-10.88262241,-42.48474775,35.02171181
487,3.506753443,42.67319937,21.91642508
488,1.66872885,-55.71365521,7.169947682
489,42.30547576,44.67997175,30.0884371
490,54.86634619,24.1680671,29.42041496
491,-74.28497041,-118.9295981,16.03699929
492,67.02052662,-36.58539305,1
493,47.53354903,66.0716909,7.609513493
494,42.8703161,-108.1352581,15.24520561
495,51.22856453,136.9386147,22.34644116
496,41.09832899,60.64428779,47.95910201
497,-27.17649232,117.4275356,1
498,59.38389221,11.09254507,42.09115703
499,-5.608241884,38.64763505,7.906419615
500,50.56889813,-94.59074646,1
501,29.74757916,8.512212475,7.948604148
502,71.92787384,-83.27832732,1
503,-85.06560175,74.45133209,9.684102501
504,-9.079483947,-75.64077491,18.22389769
505,55.6328445,117.9990288,11.41678259
506,17.55865345,120.8732649,25.86112455
507,-49.5785031,-71.05549351,3.382487285
508,-71.14220739,12.1826047,35.52112794
509,7.655541651,-59.7961132,1
510,-18.27869556,22.77348602,25.65466326
511,44.14783657,-0.882481196,35.22212089
512,60.21208596,-77.47841039,34.84901657
513,43.27814989,-87.63663956,1
514,6.046545894,18.88187293,29.06816013
515,-11.04691132,-60.8424623,2.460478545
516,64.67296958,-46.63790648,10.5226287
517,53.20565496,85.52717536,1.684038387
518,44.54407532,69.72876416,11.26246882
519,-18.40886371,127.4734279,1
520,-64.49320234,-60.90338601,40.93353099
521,-25.35419223,17.6176663,28.9013186
522,7.196609075,-9.51235329,12.75384532
523,-83.87839139,-140.2640125,12.36351975
524,21.18802293,33.7861063,2.824011919
525,44.51577489,0.952224974,14.0332629
526,26.01718158,-103.7562608,12.02967203
527,54.97344149,-2.900372859,28.45344707
528,34.96488025,133.5291083,25.60502236
529,65.6744739,73.15445482,6.649907083
530,22.00645925,110.6589759,31.96033161
531,52.41691516,-70.57308071,1
532,66.02288586,143.1772782,27.40227421
533,-69.44761244,149.8341308,1
534,29.44769019,74.936983,5.90694093
535,-23.7524274,114.2923921,24.58787256
536,-84.03230266,71.48912211,47.00966841
537,39.19693484,79.22672583,27.44182575
538,23.65008391,25.8549228,50
539,59.94207712,143.9983718,1
540,43.90943698,-75.45618819,21.28138619
541,67.57985382,27.27044381,19.40673074
542,6.659764888,-69.03979932,1
543,23.12577332,5.804265747,9.798674145
544,-29.75009078,134.2540278,1
545,-28.98209469,122.9337405,1
546,-70.41333001,109.5295742,3.330940639
547,-15.05723682,23.80869443,4.53894363
548,35.45051963,-89.42684643,2.779114761
549,64.93957639,-142.9370772,28.11559087
550,51.53855194,-72.46399182,1
551,29.98382044,-107.0258343,1
552,17.45654158,-88.98882131,15.4426161
553,52.03234083,-57.34521206,1
554,45.29746692,103.3665039,19.70792226
555,44.39941046,83.49262428,10.31142999
556,-86.12691568,-52.50280356,1
557,9.816948218,-64.12714971,1
558,-73.69634642,116.3679608,25.16904419
559,-5.920749581,-51.58135266,16.08314222
560,70.28715524,97.40146473,44.06266361
561,-82.62288783,-103.0827375,15.36843402
562,53.23657122,72.96667367,37.11761945
563,26.53350121,44.65527676,23.46092332
564,24.88485771,22.00585253,47.53297992
565,-88.39772558,-74.52415819,2.806725176
566,-6.177495277,-58.25896414,1
567,52.09356663,50.78384658,8.28845044
568,-6.144364303,-46.75231135,1
569,-85.8382849,-86.93030928,50
570,-81.10954165,-156.8144897,22.75548349
571,-12.5704428,-52.06532317,1
572,32.72326045,53.61962445,17.98707189
573,37.81905978,21.35509188,4.759622071
574,-29.5150688,23.10463281,5.738600802
575,53.7791038,136.9659504,1
576,15.2475643,-13.70011748,50
577,60.40649742,-74.27568879,32.81759142
578,-77.46784475,28.3725656,30.74548736
579,-68.78601478,47.24815438,21.97058494
580,33.68140515,75.10236546,5.475299463
581,-84.29688458,-114.4048821,15.16330123
582,32.7605248,37.863059,28.66209033
583,51.40846494,64.8485399,33.95067612
584,-17.08333145,-42.30925967,28.67306757
585,-28.35790741,136.7519682,41.30772472
586,21.41653136,57.35902489,13.57917834
587,46.80407598,106.2693082,1
588,63.42008716,46.40199456,17.43361678
589,16.64912347,1.667339789,10.06271192
590,30.73813091,42.48414928,40.13385865
591,46.84175553,-100.4650923,14.60719529
592,-1.338032323,16.91594713,14.12783074
593,0.872122065,-53.87590108,50
594,67.4127212,117.0577194,7.7265691
595,31.09001043,89.66162455,5.080153311
596,-12.50258534,-59.57313259,17.68900637
597,48.98423216,91.76322611,37.15684175
598,-84.47174874,-120.3927976,1
599,-69.81588789,0.289355775,22.44518927
600,80.34880451,-22.92997832,12.45692245
601,41.17844618,112.5203634,17.84689705
602,13.55017606,32.04537815,1
603,7.488337723,1.510545353,20.62457123
604,56.65048409,86.13167193,42.62839221
605,54.2894731,71.6838861,14.24768602
606,33.1616324,69.17693771,7.381410572
607,46.07064586,50.58491725,20.4810651
608,58.98636235,137.5806711,1
609,29.92731545,-82.63077342,1
610,-13.02591298,22.57385037,1
611,57.64140947,139.2965515,22.90220312
612,-83.1796101,84.88907715,32.7505737
613,-36.48018116,-70.72382987,1
614,-22.04218703,148.7761568,1
615,29.56919167,-90.92390852,1
616,63.46648475,91.41058587,1
617,41.08487159,84.55377878,35.75587721
618,31.20198244,30.89714188,1
619,22.79384091,6.042094147,1
620,-86.92770712,107.9360787,30.68212512
621,64.48515571,-45.1151554,1
622,40.81806826,60.16456136,1
623,41.02763127,-3.734799767,5.43703696
624,-83.38031585,91.39297917,21.16874997
625,-10.01539893,23.99488448,23.82747623
626,-18.61117318,33.26475391,29.03293365
627,60.21190529,15.65375734,17.79754557
628,68.35864704,120.3716933,8.284385614
629,-23.58965483,-45.93479959,49.30100178
630,-5.377426842,-41.00017289,5.393761084
631,43.03817532,56.78433726,13.61499136
632,17.35729814,-0.645956458,10.15112567
633,-77.89747295,154.1109314,7.234014324
634,58.67245606,-63.6014319,32.13864541
635,15.1582225,47.66042028,1
636,-75.86547921,-80.03414049,32.78247489
637,-14.92090159,39.32607245,1
638,33.09551763,95.857633,1
639,65.17057074,124.3425699,1
640,40.38304073,-5.048486604,9.394821521
641,-28.52523687,123.4780572,5.396085477
642,-34.58601658,116.8364218,35.35329657
643,2.354454167,36.14783601,1
644,77.17858226,-68.90278608,5.191184733
645,-81.06455078,118.6221628,1
646,-14.61289921,18.1626592,1
647,61.74207858,41.89294083,34.89842572
648,-70.77264474,96.61462402,14.08102916
649,65.19946366,71.74521463,1
650,-89.51524853,86.91053233,1
651,10.89304478,11.29636853,1
652,7.52650397,29.03587173,1
653,38.66252115,-85.53292043,13.56123609
654,-19.93556549,21.71332903,5.677240126
655,-78.53661716,147.0082287,19.6148385
656,14.17306769,43.47062554,14.23908201
657,42.53580802,-117.6452165,1
658,49.01069051,39.35079189,5.761473163
659,48.50842689,8.935855877,9.14730723
660,-15.5467463,30.20240858,1
661,35.43910576,-89.43430632,21.40052528
662,-81.06581796,32.43985239,11.71057413
663,48.1036709,-53.7193527,15.45833619
664,-43.9509133,172.0514855,1
665,-11.48008519,14.61015272,1
666,64.53783311,-135.7831883,1
667,52.14501281,105.2947884,1
668,55.92469911,23.09274411,24.19223607
669,62.0907725,74.9790198,50
670,0.862496833,23.56725462,19.90164185
671,36.75004869,-119.9315577,1
672,24.330854,-100.9875553,1
673,62.57143504,94.95445444,46.28364243
674,25.7394686,62.4847307,1
675,45.10380385,-100.4761414,1
676,23.86751245,83.39093961,1
677,25.91062879,112.1669984,23.58596544
678,-24.71489499,27.83448582,5.933621333
679,5.933797558,-7.680818636,45.66806887
680,35.91387741,-81.05438511,1
681,55.71570923,97.1716495,29.86926554
682,-16.74325594,124.1005147,1
683,58.30150807,129.5447046,48.58403303
684,63.2683116,162.9602453,22.06244398
685,-34.87901938,-61.86714144,40.83311534
686,-6.801763308,141.1919828,1
687,-88.05703276,-164.1505885,1
688,-23.05984531,-66.08457617,4.618780593
689,45.24006164,-73.89147932,1
690,26.16776197,22.6430009,3.829142727
691,9.384775421,12.66526849,1
692,-84.19637701,-104.6187386,1.743271437
693,5.435519721,15.91599446,3.573706629
694,-73.10627626,109.1440046,19.66214276
695,-71.28642835,165.7461487,1
696,-81.68396304,-108.2852385,1
697,10.83843564,50.02165518,13.90368323
698,17.96547482,21.57709517,1
699,59.39683646,131.0806458,48.63964756
700,6.175561879,32.47222304,18.0539167
701,55.73329186,-95.03872542,26.80105196
702,62.2062536,121.8280852,34.85796411
703,29.11246212,15.69457602,1.630797456
704,21.32920132,-87.66470773,9.835026505
705,2.51177119,-62.75332787,1
706,12.8353179,36.23942498,6.584823758
707,52.62508465,50.94825707,15.74767039
708,69.77124676,-43.7077356,1
709,30.93300806,46.6034748,2.077482645
710,58.57076699,81.7958342,30.82551173
711,36.62256266,-94.39233741,28.2089423
712,38.02186919,-86.06876219,24.87726285
713,51.78793994,98.50049229,1.211375486
714,30.16117861,103.4511515,8.761489513
715,77.51558459,-45.92248235,18.34923315
716,58.5534363,39.12483448,16.30166495
717,-18.76028862,125.5489042,7.719226043
718,13.32357039,43.72401875,9.731371088
719,32.72898277,-93.5568581,17.63954839
720,24.24916321,84.47621533,17.84659302
721,-77.12544289,39.65301142,1
722,37.8504718,57.28102631,11.1447888
723,28.43089854,53.13768618,1
724,66.48867976,29.64887586,1
725,7.566432914,-74.63735266,50
726,37.33851139,79.45724306,25.79631498
727,19.93149717,97.34714669,1
